Part Number,brand,Model,Rank,Benchmark,Samples,Title,Price,Image URL,Frequency,Cores,Socket,Unlocked Multiplier
,,Xeon E5-1620 0,436,69.7,17464,,,,,,,
,,Core i7-3940XM,437,69.6,2187,,,,,,,
BX80684G5600,,Pentium Gold G5600,438,69.6,766,,,,,,,
X1E84100,,X Elite 84100,439,69.6,10,,,,,,,
,,Ryzen 5 4600HS,440,69.6,337,,,,,,,
BX80646I54690K,,Core i5-4690K,441,69.6,229359,,,,,,,
,,Core i7-3820,442,69.5,38674,,,,,,,
,,Core i7-6920HQ,443,69.5,3282,,,,,,,
,,Xeon E3-1220 V2,444,69.5,3748,,,,,,,
BX80662I36320,,Core i3-6320,445,69.4,1734,,,,,,,
,,Core i7-1195G7,446,69.4,3862,,,,,,,
,,Xeon E31230,447,69.4,2472,,,,,,,
,,Xeon E3-1220 v3,448,69.4,5273,,,,,,,
,,Core i7-4940MX,449,69.3,2383,,,,,,,
,,Core i7-3770S,450,69.3,10699,,,,,,,
,,Xeon X5570,451,69.2,1343,,,,,,,
BX80684G5500,,Pentium Gold G5500,452,69.1,971,,,,,,,
,,Core i7-4930MX,453,69.1,1497,,,,,,,
,,Xeon E3-1225 v3,454,69.1,4850,,,,,,,
YD1700BBAEBOX,,Ryzen 7 1700,455,69.0,144475,,,,,,,
BX80637I73770,,Core i7-3770,456,69.0,278207,,,,,,,
BX80637I53450S,,Core i5-3450S,457,68.9,1491,,,,,,,
,,Core i7-5700HQ,458,68.8,14004,,,,,,,
,,Core i7-6820HK,459,68.8,20362,,,,,,,
,,Core i5-1145G7,460,68.8,4608,,,,,,,
,,Xeon X3470,461,68.7,8730,,,,,,,
,,Xeon E5-2643 0,462,68.7,1000,,,,,,,
,,Core i5-3550,463,68.6,23599,,,,,,,
,,Xeon E31225,464,68.6,3353,,,,,,,
,,Core i5-3475S,465,68.5,1383,,,,,,,
,,Xeon E5-2630 v3,466,68.5,1838,,,,,,,
BX80701G6400,,Pentium Gold G6400,467,68.4,3112,,,,,,,
,,Core i5-1135G7,468,68.3,82426,,,,,,,
,,Core i7-3920XM,469,68.2,797,,,,,,,
YD3400C5FHBOX,AMD,Ryzen 5 3400G,470,68.1,93718,"Procesor AMD Ryzen 5 3400G, 3.7 GHz, 4 MB, BOX (YD3400C5FHBOX)","267,96 zł",https://images.morele.net/i256/5938600_0_i256.jpg,3.7 GHz,4 rdzenie,Socket AM4,Tak
,,Xeon X5560,471,68.1,520,,,,,,,
BX80715G7400,,Pentium Gold G7400,472,68.1,281,,,,,,,
,,Core i7-10710U,473,68.0,6640,,,,,,,
100-000000085,,Ryzen 3 4300U,474,68.0,4587,,,,,,,
,,Ryzen 7 5800U,475,68.0,1948,,,,,,,
,,Core i7-4960HQ,476,68.0,314,,,,,,,
BX80646I54670K,,Core i5-4670K,477,68.0,128482,,,,,,,
,,Xeon E31220,478,67.9,2507,,,,,,,
,,Ryzen 9 4900U,479,67.8,1,,,,,,,
,,Xeon X3460,480,67.7,780,,,,,,,
,,Core i7 960,481,67.6,16233,,,,,,,
BX80647I74900MQ,,Core i7-4900MQ,482,67.6,5651,,,,,,,
BX80637I53570K,,Core i5-3570K,483,67.6,185516,,,,,,,
BX80662I56600,,Core i5-6600,484,67.6,80688,,,,,,,
,,Xeon L5639,485,67.5,87,,,,,,,
BX80621E52670,,Xeon E5-2670,486,67.3,4803,,,,,,,
,,Core i7-4910MQ,487,67.3,6703,,,,,,,
,,Core i5-4590S,488,67.1,11598,,,,,,,
,,Core i7-1185G7,489,67.1,9588,,,,,,,
BX80623I72600,,Core i7-2600,490,67.1,185630,,,,,,,
BX80646I54690,,Core i5-4690,491,67.1,73695,,,,,,,
,,Xeon E5-2670 v2,492,67.0,831,,,,,,,
,,Ryzen 7 5700U,493,67.0,6833,,,,,,,
,,Xeon W3565,494,67.0,7121,,,,,,,
,,Core i7-2600S,495,67.0,3026,,,,,,,
BX80677I37300T,,Core i3-7300T,496,66.8,75,,,,,,,
BX80677I57500,Intel,Core i5-7500,497,66.8,149467,"Procesor Intel Core i5-7500, 3.4 GHz, 6 MB, OEM (CM8067702868012)",1 149 zł,https://images.morele.net/i256/1113145_5_i256.jpg,3.4 GHz,4 rdzenie,Socket 1151,Nie
BX80677G4620,,Pentium G4620,498,66.7,3147,,,,,,,
BX80662I36300,,Core i3-6300,499,66.7,3672,,,,,,,
,,Core i5-4670,500,66.5,49019,,,,,,,
YD150XBBAEBOX,,Ryzen 5 1500X,501,66.4,70038,,,,,,,
BX80677I57500T,,Core i5-7500T,502,66.3,5419,,,,,,,
,,Core i7-3820QM,503,66.3,3135,,,,,,,
,,Core i5-1130G7,504,66.3,295,,,,,,,
,,Core i5-3450,505,66.3,34199,,,,,,,
,,Core i7-1165G7,506,66.2,51565,,,,,,,
,,Core i5-4570S,507,66.2,11172,,,,,,,
,,Core i5-4460S,508,66.1,10941,,,,,,,
,,Core i5-3340,509,66.1,8792,,,,,,,
,,Core i7 870,510,66.1,37228,,,,,,,
,,Core i7-3840QM,511,66.1,3981,,,,,,,
,,Core i7-4850HQ,512,66.0,818,,,,,,,
,,Xeon X3450,513,66.0,3425,,,,,,,
,,Ryzen 5 5560U,514,66.0,110,,,,,,,
BX80646I34350,,Core i3-4350,515,65.9,512,,,,,,,
BX80623I52500K,,Core i5-2500K,516,65.9,143007,,,,,,,
BX80601950,,Core i7-950,517,65.9,36389,,,,,,,
,,Ryzen 5 5600U,518,65.9,1288,,,,,,,
BX80646I34370,,Core i3-4370,519,65.8,1504,,,,,,,
,,Xeon W3550,520,65.8,7649,,,,,,,
,,Core i7 940,521,65.5,2107,,,,,,,
YD130XBBAEBOX,,Ryzen 3 1300X,522,65.4,38959,,,,,,,
,,Core i7-1160G7,523,65.4,357,,,,,,,
,,Core i5-3470S,524,65.3,14631,,,,,,,
BX80677I57400T,,Core i5-7400T,525,65.3,4070,,,,,,,
,,Core i5-3350P,526,65.3,21413,,,,,,,
BX80662I36300T,,Core i3-6300T,527,65.2,152,,,,,,,
,,Xeon X3440,528,65.2,6034,,,,,,,
,,Core i5-4570R,529,65.2,1007,,,,,,,
,,Ryzen 5 2600H,530,65.2,231,,,,,,,
,,Core i5-4430,531,65.2,24837,,,,,,,
,,Core i5-3570,532,65.1,104858,,,,,,,
FH8068403419422,,Core i3-8109U,533,65.0,2079,,,,,,,
,,Core i5-9300H,534,65.0,116682,,,,,,,
,,Core i7-3720QM,535,64.8,9911,,,,,,,
,,Core i5-2310,536,64.8,15623,,,,,,,
CL8068403373522,,Core i5-8300H,537,64.7,167898,,,,,,,
BX80646I34360,,Core i3-4360,538,64.7,1789,,,,,,,
,,Core i7-2960XM,539,64.6,863,,,,,,,
,,Xeon W3530,540,64.6,5773,,,,,,,
BX80646I34340,,Core i3-4340,541,64.5,866,,,,,,,
,,Core i7-3740QM,542,64.4,14369,,,,,,,
,,Core i5-2500S,543,64.3,3031,,,,,,,
,,Core i7 860,544,64.2,51451,,,,,,,
,,Ryzen 7 2800H,545,64.1,68,,,,,,,
,,Core i5-3330S,546,64.1,4454,,,,,,,
,,Ryzen 5 5500U,547,64.1,16234,,,,,,,
,,Core i5-2300,548,64.0,19722,,,,,,,
,,Core i7-4770HQ,549,64.0,1692,,,,,,,
,,Core i7 930,550,64.0,19497,,,,,,,
,,Core i5-2320,551,63.9,38345,,,,,,,
,,Core i5-2405S,552,63.9,194,,,,,,,
,,Core i7-7567U,553,63.9,1965,,,,,,,
X1E80100,,X Elite 80100,554,63.9,241,,,,,,,
,,Core i5 760,555,63.6,34495,,,,,,,
BX80662I56500,,Core i5-6500,556,63.6,241476,,,,,,,
BX80677I57400,,Core i5-7400,557,63.5,234266,,,,,,,
CM8068403360212,,Pentium G5400T,558,63.5,187,,,,,,,
BX80646I54590,Intel,Core i5-4590,559,63.5,151366,"Procesor Intel Core i5-4590, 3.3 GHz, 6 MB, BOX (BX80646I54590)","1 019,01 zł",https://images.morele.net/i256/640864_0_i256.jpg,3.3 GHz,4 rdzenie,Socket 1150,Nie
,,Core i7-4750HQ,560,63.4,5497,,,,,,,
,,Core i7-4800MQ,561,63.3,22632,,,,,,,
,,Xeon E5540,562,63.1,486,,,,,,,
BX80637I53470,,Core i5-3470,563,63.1,223595,,,,,,,
,,Xeon W3520,564,63.1,6508,,,,,,,
FD9590FHHKWOF,,FX-9590,565,63.1,26109,,,,,,,
,,Core i7-7820HQ,566,63.0,15851,,,,,,,
BX80677G4600,,Pentium G4600,567,62.9,16729,,,,,,,
,,Core i5-2500,568,62.9,82538,,,,,,,
,,Core i5-10310U,569,62.8,4431,,,,,,,
YD3200C5FHBOX,AMD,Ryzen 3 3200G,570,62.7,104122,"Procesor AMD Ryzen 3 3200G, 3.6 GHz, 4 MB, OEM (YD320GC5M4MFH)","312,14 zł",https://images.morele.net/i256/13189447_0_i256.jpg,3.6 GHz,4 rdzenie,Socket AM4,Tak
YD3200C5FHBOX,AMD,Ryzen 3 3200G,570,62.7,104122,"Procesor AMD Ryzen 3 3200G, 3.6 GHz, 4 MB, OEM (YD3200C5M4MFH)","281,99 zł",https://images.morele.net/i256/7813354_0_i256.jpg,3.6 GHz,4 rdzenie,Socket AM4,Tak
YD3200C5FHBOX,AMD,Ryzen 3 3200G,570,62.7,104122,"Procesor AMD Ryzen 3 3200G, 3.6 GHz, 4 MB, BOX (YD3200C5FHBOX)","240,64 zł",https://images.morele.net/i256/5938601_0_i256.jpg,3.6 GHz,4 rdzenie,Socket AM4,Tak
CM8068403377713,,Pentium G5500T,571,62.6,54,,,,,,,
YD2400C5FBBOX,,Ryzen 5 2400G,572,62.5,127344,,,,,,,
X1E78100,,X Elite 78100,573,62.5,128,,,,,,,
FD9370FHHKWOF,,FX-9370,574,62.5,9054,,,,,,,
BX80646I54570,,Core i5-4570,575,62.4,129272,,,,,,,
,,Core i7-3615QM,576,62.4,2657,,,,,,,
,,Core i7-2920XM,577,62.2,906,,,,,,,
BX80646I54460,,Core i5-4460,578,62.1,245403,,,,,,,
FD8370FRHKBOX,,FX-8370,579,62.1,34720,,,,,,,
,,Core i7-3635QM,580,62.1,2986,,,,,,,
BX80684G5400,Intel,Pentium Gold G5400,581,62.1,15354,"Procesor Intel Pentium Gold  G5400, 3.7 GHz, 4 MB, MPK (CM8068403360112)","325,74 zł",https://images.morele.net/i256/14439239_0_i256.jpg,3.7 GHz,2 rdzenie,Socket 1151 (Coffee Lake),Nie
,,Core i7-7700HQ,582,62.0,473208,,,,,,,
AW8063801013511,,Core i7-3610QM,583,62.0,38575,,,,,,,
,,Core i3-6098P,584,62.0,6133,,,,,,,
,,Core i7-4700HQ,585,61.9,42062,,,,,,,
BX80646I34330,,Core i3-4330,586,61.9,6343,,,,,,,
,,Core i7-4702HQ,587,61.8,3582,,,,,,,
,,Core i7-2860QM,588,61.7,4317,,,,,,,
,,Core i7-4810MQ,589,61.7,26927,,,,,,,
BX80601920,,Core i7-920,590,61.6,69074,,,,,,,
,,Core i5-7260U,591,61.5,2757,,,,,,,
BX80605I5750,,Core i5-750,592,61.5,43796,,,,,,,
X1P64100,,X Plus 64100,593,61.4,137,,,,,,,
BX80646I54440,,Core i5-4440,594,61.3,81111,,,,,,,
,,Xeon X3430,595,61.3,4096,,,,,,,
,,Core i5-3330,596,61.3,51926,,,,,,,
,,Xeon E5530,597,61.1,662,,,,,,,
YD1400BBAEBOX,,Ryzen 5 1400,598,61.0,71313,,,,,,,
,,Core i7-4702MQ,599,61.0,21618,,,,,,,
BX80662I56400,,Core i5-6400,600,60.8,171457,,,,,,,
AW8063801106200,,Core i7-3630QM,601,60.8,65927,,,,,,,
FD8350FRHKBOX,,FX-8350,602,60.8,313196,,,,,,,
,,Core i7-4712HQ,603,60.7,5396,,,,,,,
,,Core i7-3632QM,604,60.7,24912,,,,,,,
,,Core i7-5557U,605,60.6,1590,,,,,,,
BX80623I52400,,Core i5-2400,606,60.6,166255,,,,,,,
BX80677I37100T,,Core i3-7100T,607,60.5,2911,,,,,,,
YD2200C5FBBOX,AMD,Ryzen 3 2200G,608,60.5,181631,"Procesor AMD Ryzen 3 2200G, 3.5 GHz, 4 MB, BOX (YD2200C5FBBOX)","364,99 zł",https://images.morele.net/i256/979761_2_i256.jpg,3.5 GHz,4 rdzenie,Socket AM4,Tak
,,Core i7-3612QM,609,60.5,11760,,,,,,,
,,Core i7 X 940,610,60.4,592,,,,,,,
,,Core i5-2400S,611,60.4,10987,,,,,,,
,,Core i3-2125,612,60.3,639,,,,,,,
CM8067703016117,,Pentium G4560T,613,60.2,468,,,,,,,
BX80662G4520,,Pentium G4520,614,60.1,384,,,,,,,
,,Core i7-6820HQ,615,60.1,33920,,,,,,,
,,Core i7-8665U,616,60.0,11139,,,,,,,
,,Core i7-2760QM,617,59.9,10423,,,,,,,
FD837EWMHKBOX,,FX-8370E,618,59.9,5639,,,,,,,
,,Xeon E5-1603 0,619,59.9,3589,,,,,,,
,,Xeon E5-2620 v2,620,59.9,2742,,,,,,,
,,Core i7-4710MQ,621,59.7,15557,,,,,,,
,,Core i7-5550U,622,59.7,102,,,,,,,
,,FX-8310,623,59.6,1697,,,,,,,
,,Xeon L5520,624,59.5,184,,,,,,,
,,Xeon E5620,625,59.4,3527,,,,,,,
,,Xeon E5-2630 0,626,59.3,1768,,,,,,,
,,FX-6350 Six-Core,627,59.2,29222,,,,,,,
,,Core i3-7167U,628,59.2,41,,,,,,,
,,Xeon E5520,629,59.1,1397,,,,,,,
,,Pentium G3470,630,59.1,131,,,,,,,
YD240GC6FBBOX,,Athlon 240GE,631,59.1,487,,,,,,,
,,Core i3-3250,632,58.7,4164,,,,,,,
,,Core i7-6700HQ,633,58.7,320434,,,,,,,
HDE00ZFBGRBOX,,Phenom II X6 1100T,634,58.6,12769,,,,,,,
CW8064701470702,,Core i7-4700MQ,635,58.6,69603,,,,,,,
FD8150FRGUBOX,,FX-8150,636,58.6,22181,,,,,,,
BX80637I33225,,Core i3-3225,637,58.5,3345,,,,,,,
,,Core i7-2820QM,638,58.5,4929,,,,,,,
FD8320FRHKBOX,,FX-8320,639,58.5,106454,,,,,,,
,,Core i3-2105,640,58.5,1052,,,,,,,
,,FX-6200 Six-Core,641,58.5,5908,,,,,,,
,,Ryzen 3 5400U,642,58.4,395,,,,,,,
,,Core i7-4610M,643,58.3,4524,,,,,,,
,,Phenom II X4 B65,644,58.1,226,,,,,,,
,,Core i7-2675QM,645,58.0,1033,,,,,,,
,,Phenom II X4 980,646,58.0,1088,,,,,,,
,,Core i5-5287U,647,58.0,444,,,,,,,
,,Core i7-4710HQ,648,57.9,69536,,,,,,,
,,Core i5-8365U,649,57.8,12935,,,,,,,
,,Core i7-4720HQ,650,57.8,80960,,,,,,,
FD832EWMHKBOX,,FX-8320E,651,57.8,33199,,,,,,,
,,Core i7-4558U,652,57.7,811,,,,,,,
,,Core i5-1035G7,653,57.7,4822,,,,,,,
YD220GC6FBBOX,,Athlon 220GE,654,57.7,578,,,,,,,
,,Core i5-4570T,655,57.7,7298,,,,,,,
,,Core i7-2720QM,656,57.7,7798,,,,,,,
BX80662I36100T,,Core i3-6100T,657,57.6,6076,,,,,,,
,,FX-8300,658,57.6,49767,,,,,,,
,,Pentium G3460,659,57.6,1153,,,,,,,
,,Xeon E5-2620 0,660,57.5,3540,,,,,,,
,,Athlon II X4 555,661,57.5,115,,,,,,,
,,Core i3-2130,662,57.5,6759,,,,,,,
,,Core i7-2635QM,663,57.4,347,,,,,,,
,,Core i7-6567U,664,57.4,456,,,,,,,
BX80677G4560,Intel,Pentium G4560,665,57.3,70054,"Procesor Intel Pentium G4560, 3.5 GHz, 3 MB, BOX (BX80677G4560)",717 zł,https://images.morele.net/i256/1115886_0_i256.jpg,3.5 GHz,2 rdzenie,Socket 1151,Nie
FD4350FRHKBOX,,FX-4350,666,57.3,11995,,,,,,,
,,Core i3-3210,667,57.2,7331,,,,,,,
BX80715G6900,Intel,Celeron G6900,668,57.1,184,"Procesor Intel Celeron G6900, 3.4 GHz, 4 MB, OEM (CM8071504651805)","296,92 zł",https://images.morele.net/i256/9893330_0_i256.jpg,3.4 GHz,2 rdzenie,Socket 1700,Nie
BX80715G6900,Intel,Celeron G6900,668,57.1,184,"Procesor Intel Celeron G6900, 3.4 GHz, 4 MB, BOX (BX80715G6900)","352,90 zł",https://images.morele.net/i256/9643519_0_i256.jpg,3.4 GHz,2 rdzenie,Socket 1700,Nie
BX80646G3440,,Pentium G3440,669,57.1,558,,,,,,,
,,Phenom II X4 975,670,57.0,1372,,,,,,,
,,Phenom II X6 1090T,671,57.0,23506,,,,,,,
BX80677I37100,,Core i3-7100,672,57.0,79299,,,,,,,
,,Ryzen 3 5300U,673,57.0,2860,,,,,,,
YD1200BBAEBOX,,Ryzen 3 1200,674,57.0,83528,,,,,,,
,,Core i5-4200H,675,57.0,11882,,,,,,,
,,Core i5-10210Y,676,57.0,115,,,,,,,
BX80646I34170,,Core i3-4170,677,56.9,48178,,,,,,,
,,Core2 Extreme X9770,678,56.8,522,,,,,,,
,,Core i7 X 920,679,56.6,998,,,,,,,
BX80646G3430,,Pentium G3430,680,56.5,263,,,,,,,
,,Core i5-7300HQ,681,56.5,170871,,,,,,,
,,Core i3-6167U,682,56.5,25,,,,,,,
,,Core i7-10510U,683,56.4,51080,,,,,,,
,,FX-8120,684,56.4,25690,,,,,,,
,,Phenom II X4 970,685,56.3,2539,,,,,,,
,,Core i7-2670QM,686,56.3,51169,,,,,,,
,,Xeon E5-2609 0,687,56.3,759,,,,,,,
BX80662G4500,,Pentium G4500,688,56.3,3191,,,,,,,
,,Core i5-4258U,689,56.3,1278,,,,,,,
BX80677G3950,,Celeron G3950,690,56.2,228,,,,,,,
,,Core i3-4130T,691,56.2,5264,,,,,,,
,,Core i7-5650U,692,56.1,248,,,,,,,
,,Core i7 Q 840,693,56.1,1339,,,,,,,
,Intel,Pentium G3450,694,56.0,1246,"Procesor Intel Pentium G3450, 3.4 GHz, 3 MB, BOX (BX80646G3450)",415 zł,https://images.morele.net/i256/640855_1_i256.jpg,3.4 GHz,2 rdzenie,Socket 1150,Nie
,,Core i7-4600M,695,56.0,7260,,,,,,,
,,Core i7-3540M,696,56.0,6652,,,,,,,
,,Core i5-6260U,697,55.9,1781,,,,,,,
BX80701G5920,Intel,Celeron G5920,698,55.9,68,"Procesor Intel Celeron G5920, 3.5 GHz, 2 MB, BOX (BX80701G5920)",321 zł,https://images.morele.net/i256/6869168_0_i256.jpg,3.5 GHz,2 rdzenie,Socket 1200,Nie
,,Phenom II X6 1075T,699,55.9,4420,,,,,,,
,,Phenom II X4 B60,700,55.8,1386,,,,,,,
,,Core i5-3470T,701,55.8,3684,,,,,,,
,,FX-4170 Quad-Core,702,55.6,4257,,,,,,,
BX80701G5900,,Celeron G5900,703,55.5,415,,,,,,,
,,Core i5-1035G4,704,55.5,13243,,,,,,,
,,FX-6120 Six-Core,705,55.4,1739,,,,,,,
,,Core i5-3380M,706,55.4,2989,,,,,,,
BX80662I36100,,Core i3-6100,707,55.4,110166,,,,,,,
BX80646I34150,,Core i3-4150,708,55.2,36627,,,,,,,
FF8062700837005,,Core i7-2630QM,709,55.2,39605,,,,,,,
FD6300WMHKBOX,,FX-6300,710,55.2,261607,,,,,,,
,,Core i3-3240,711,55.1,37789,,,,,,,
BX80646I34160,,Core i3-4160,712,55.1,48506,,,,,,,
,,Ryzen 3 2300U,713,55.0,3165,,,,,,,
,,Core i7-7560U,714,54.9,1528,,,,,,,
,,Core i3-7130U,715,54.9,4991,,,,,,,
FJ8068404064405,,Core i7-8565U,716,54.7,81207,,,,,,,
,,Core i5-5257U,717,54.6,3465,,,,,,,
,,Core i3-3220T,718,54.6,2218,,,,,,,
,,Ryzen 3 3300U,719,54.5,2913,,,,,,,
,,Xeon X5470,720,54.5,1638,,,,,,,
,,Core i3-6157U,721,54.4,479,,,,,,,
,,Xeon E5506,722,54.2,722,,,,,,,
,,Core i7-7660U,723,54.2,4146,,,,,,,
,,Ryzen 7 3750H,724,54.1,42271,,,,,,,
HDT55TFBGRBOX,,Phenom II X6 1055T,725,54.0,23835,,,,,,,
,,Phenom II X4 B55,726,54.0,3005,,,,,,,
,,Phenom II X4 960T,727,53.9,4461,,,,,,,
,,Core i5-3360M,728,53.9,5754,,,,,,,
,,Core i7 Q 740,729,53.8,13278,,,,,,,
,,Core i5-6300HQ,730,53.7,41531,,,,,,,
,,Core i7-2640M,731,53.7,12152,,,,,,,
,,Pentium G2130,732,53.6,1838,,,,,,,
FD6100WMGUSBX,,FX-6100,733,53.5,44863,,,,,,,
YD200GC6FBBOX,,Athlon 200GE,734,53.5,12631,,,,,,,
BX80646G3420,,Pentium G3420,735,53.5,4757,,,,,,,
,,Phenom II X6 1045T,736,53.5,5709,,,,,,,
,,Core i5-10210U,737,53.4,54859,,,,,,,
,,A10-6790K APU (2013 D.Ri),738,53.3,1723,,,,,,,
,,Core i3-2120T,739,53.3,1170,,,,,,,
,,Core i7-3520M,740,53.2,19660,,,,,,,
,,Ryzen 5 3550H,741,53.2,57853,,,,,,,
,,Core i7-1065G7,742,53.2,58314,,,,,,,
,,Core i5-8250U,743,53.1,234942,,,,,,,
,,Core i7-6650U,744,53.1,6131,,,,,,,
,,Core i7-8550U,745,53.0,184356,,,,,,,
,,Core i5-2435M,746,52.9,524,,,,,,,
YD3000C6FHBOX,AMD,Athlon 3000G,747,52.9,11076,"Procesor AMD Athlon 3000G, 3.5 GHz, 4 MB, OEM (YD3000C6M2OFB)","97,22 zł",https://images.morele.net/i256/14176812_0_i256.jpg,3.5 GHz,2 rdzenie,Socket AM4,Tak
YD3000C6FHBOX,AMD,Athlon 3000G,747,52.9,11076,"Procesor AMD Athlon 3000G, 3.5GHz, 4 MB, BOX (YD3000C6FHBOX)","418,93 zł",https://images.morele.net/i256/5940752_0_i256.jpg,3.5 GHz,2 rdzenie,Socket AM4,Tak
YD3000C6FHBOX,AMD,Athlon 3000G,747,52.9,11076,"Procesor AMD Athlon 3000G, 3.5 GHz, 4 MB, OEM (YD3000C6M2OFH)",249 zł,https://images.morele.net/i256/9009748_0_i256.jpg,3.5 GHz,2 rdzenie,Socket AM4,Tak
,,Phenom II X6 1035T,748,52.9,2528,,,,,,,
,,Phenom II X4 840T,749,52.9,1104,,,,,,,
,,Core i3-8145U,750,52.8,15431,,,,,,,
FJ8068404064604,,Core i5-8265U,751,52.7,87841,,,,,,,
,,Core i7-3687U,752,52.6,2933,,,,,,,
,,Pentium G2120,753,52.6,1827,,,,,,,
BX80646G3258,,Pentium G3258,754,52.6,23497,,,,,,,
,,Core2 Extreme X9650,755,52.6,3122,,,,,,,
,,Core i5-3340M,756,52.6,12487,,,,,,,
HDZ965FBGMBOX,,Phenom II X4 965,757,52.6,43442,,,,,,,
BX80646G1850,Intel,Celeron G1850,758,52.5,342,"Procesor Intel Celeron G1850, 2.9 GHz, 2 MB, OEM (CM8064601483406)","211,96 zł",https://images.morele.net/i256/936943_2_i256.jpg,2.9 GHz,2 rdzenie,Socket 1150,Nie
,,Core i7 Q 820,759,52.5,2269,,,,,,,
BX80646G1830,,Celeron G1830,760,52.4,187,,,,,,,
,,Pentium G870,761,52.4,1800,,,,,,,
BX80646I34130,,Core i3-4130,762,52.3,49509,,,,,,,
,,Core i7-8650U,763,52.3,42414,,,,,,,
,,Core i7-2620M,764,52.2,16111,,,,,,,
,,Phenom II X4 830,765,52.2,1495,,,,,,,
,,Core i3-3220,766,52.1,71790,,,,,,,
BX80684G4900,,Celeron G4900,767,52.1,1971,,,,,,,
,,Ryzen 7 2700U,768,52.1,8291,,,,,,,
,,Xeon E5-2680 v2,769,52.0,56,,,,,,,
,,FX-4130 Quad-Core,770,52.0,8564,,,,,,,
,,Xeon E5504,771,51.9,489,,,,,,,
,,Pentium G3260,772,51.8,9453,,,,,,,
,,Core i5 680,773,51.8,781,,,,,,,
,,Phenom II X4 910e,774,51.8,214,,,,,,,
,,A10-5800B APU (2012 D.Tr),775,51.7,1191,,,,,,,
FD4300WMHKBOX,,FX-4300,776,51.6,55454,,,,,,,
,,Core i5-8350U,777,51.6,19808,,,,,,,
,,Xeon X5460,778,51.6,10360,,,,,,,
,,Phenom II X4 B50,779,51.6,3245,,,,,,,
,,Core i5-2540M,780,51.5,16964,,,,,,,
,,Core i7-3537U,781,51.5,17065,,,,,,,
,,Core i5-4300M,782,51.5,13678,,,,,,,
,,Phenom II X4 945,783,51.5,12746,,,,,,,
HDZ955FBGMBOX,,Phenom II X4 955,784,51.5,41403,,,,,,,
AD680KWOHLBOX,,A10-6800K APU (2013 D.Ri),785,51.5,11295,,,,,,,
,,Athlon II X4 760K (2013 D.Ri),786,51.5,6408,,,,,,,
,,Core i7-2677M,787,51.4,694,,,,,,,
,,Pentium G860,788,51.4,3842,,,,,,,
,,FX-4100,789,51.4,32471,,,,,,,
,,Pentium G840,790,51.3,2557,,,,,,,
,,Core i5-4210M,791,51.3,15981,,,,,,,
,,Pentium G3250,792,51.2,11326,,,,,,,
,,Core i5-2415M,793,51.1,656,,,,,,,
,,Core i7-4650U,794,51.1,4310,,,,,,,
,,Core i7-2637M,795,51.1,599,,,,,,,
,,Core i5-1035G1,796,51.1,53170,,,,,,,
AD750KWOHJBOX,,Athlon II X4 750K,797,51.1,5882,,,,,,,
,,Phenom II X4 B45,798,51.1,1025,,,,,,,
,,Core i3-4000M,799,51.0,7973,,,,,,,
,,Core i3-1115G4,800,51.0,18815,,,,,,,
,,Phenom II X4 B40,801,50.9,465,,,,,,,
,,Pentium G850,802,50.9,2785,,,,,,,
,,Core i7-3667U,803,50.9,3556,,,,,,,
,,Core i3-2100,804,50.9,63701,,,,,,,
,,Xeon X5472,805,50.8,333,,,,,,,
,,Core2 Quad Q9650,806,50.7,16719,,,,,,,
,,Core i3-2120,807,50.7,77810,,,,,,,
,,Core i7 Q 720,808,50.7,13149,,,,,,,
,,Core i7-3517U,809,50.7,8454,,,,,,,
,,Phenom II X4 925,810,50.7,5211,,,,,,,
,,Xeon E5472,811,50.7,771,,,,,,,
,,Pentium G2010,812,50.6,3290,,,,,,,
,,Xeon E5450,813,50.5,10801,,,,,,,
,,Xeon W3505,814,50.5,755,,,,,,,
,,Core i7-4550U,815,50.5,323,,,,,,,
,,Core i5-4250U,816,50.4,1765,,,,,,,
BX80646G3240 ,,Pentium G3240,817,50.2,10752,,,,,,,
,,Phenom II X4 920,818,50.2,1017,,,,,,,
,,Xeon E5-2603 0,819,50.2,224,,,,,,,
,,Core i7-8500Y,820,50.1,528,,,,,,,
,,Core i7-4500U,821,50.1,39249,,,,,,,
,,Core i3-3120M,822,50.1,14372,,,,,,,
,,Pentium G645,823,49.9,5700,,,,,,,
AD580KWOHJBOX,,A10-5800K APU (2012 D.Tr),824,49.9,18312,,,,,,,
,,A8-6600K APU,825,49.8,21890,,,,,,,
,,Core i5 661,826,49.8,2457,,,,,,,
,,Xeon E7- 4870,827,49.8,40,,,,,,,
,,Pentium 5405U,828,49.8,963,,,,,,,
,,A8-6500 APU,829,49.8,7219,,,,,,,
AD6700OKHLBOX,,A10-6700 APU (2013 D.Ri),830,49.7,12547,,,,,,,
,,Core i5-2557M,831,49.7,714,,,,,,,
,,Core i5-4200M,832,49.6,33019,,,,,,,
,,Core i7-7600U,833,49.6,13451,,,,,,,
,,Athlon II X4 651,834,49.6,1008,,,,,,,
,,Core i7-5600U,835,49.6,20423,,,,,,,
,,Xeon X5450,836,49.6,5870,,,,,,,
,,Core i5-2430M,837,49.5,41461,,,,,,,
,,Phenom II X4 810,838,49.5,2243,,,,,,,
,,Celeron G1620,839,49.5,2566,,,,,,,
BX80662G3900,,Celeron G3900,840,49.5,6695,,,,,,,
,,Phenom II X4 850,841,49.4,1360,,,,,,,
